ID,y
761,114.799135849
766,89.4617994057
767,110.188761091
768,91.7719770405
769,117.0199575
770,95.573722585
771,77.8997507914
772,104.458034848
773,93.3171602487
774,111.308108967
776,111.283166936
777,89.5873363562
780,118.728261262
782,104.497477057
787,101.554738607
788,92.8977251625
792,94.1726279572
793,110.540844207
798,96.5820818239
800,94.5717367533
806,109.826355377
809,111.283166936
811,119.098820626
812,91.9766822864
814,117.04467607
816,102.974629541
817,92.8983746432
818,111.901541549
820,112.04257947
823,93.1937256292
829,91.0647805184
830,110.380668331
831,90.8466849141
834,110.575008505
839,94.9750085744
841,79.2752943592
844,104.037133815
845,93.7140450341
848,90.1747988669
850,93.0747213587
851,101.718782296
852,91.530041807
854,92.8542240793
855,91.8637514213
856,102.902170948
859,100.392734455
861,111.308108967
864,93.8393357828
865,113.959048213
866,92.6408764527
867,93.53956278
869,92.4637116715
871,93.2697231251
872,109.826355377
882,101.849084751
883,92.4870286929
885,94.6576225245
888,106.805439644
893,111.080224805
901,108.914984064
903,104.497477057
904,94.7130445879
905,104.458034848
910,92.768829586
911,111.486380269
914,117.688318321
918,112.251831477
921,94.1726279572
928,94.2558449428
929,101.668838223
932,92.2618211395
933,101.723440581
934,92.768829586
935,110.743893125
937,76.9950945117
939,94.1767092595
940,104.76695303
941,95.1276827157
942,105.784042839
943,95.3213508896
944,101.718782296
947,109.826355377
949,114.456384057
951,110.675171237
952,96.1643044582
953,104.497477057
954,77.5772991715
957,112.587781836
959,95.0976743449
960,114.269805214
963,117.04467607
965,109.826355377
967,102.902168947
971,94.2558449428
972,77.5772991715
973,93.801134327
974,113.310808389
975,92.929211652
978,117.502990347
980,115.421380208
981,94.4523160501
984,117.688318321
986,92.768829586
988,91.7719770405
989,109.573699498
990,103.610310199
992,108.914984064
996,94.9943450421
999,111.769985134
1000,91.7881831488
1001,113.959048213
1002,91.7719770405
1003,111.283166936
1004,90.3595481436
1008,110.463337673
1009,93.0694208489
1010,114.978933641
1012,117.735371817
1013,92.3314148329
1014,122.89558224
1015,99.7821002512
1016,114.713418131
1019,95.4893073307
1020,112.326921601
1021,92.768829586
1022,103.305185874
1024,92.768829586
1025,77.5976546519
1027,90.7065507771
1028,103.246626577
1029,94.5708383192
1030,94.0822369633
1033,113.310808389
1036,93.4833591029
1037,112.480203063
1038,92.4263561792
1042,94.1767092595
1043,104.026123019
1044,94.625742753
1045,113.634963579
1047,116.1624878
1050,94.6018318373
1051,109.826355377
1054,93.1937256292
1056,94.4523160501
1057,93.7140450341
1059,92.8473435986
1062,102.199358306
1063,105.721988374
1064,94.4523160501
1066,93.3171602487
1070,102.074108304
1076,113.634963579
1077,97.4398598876
1078,113.310808389
1080,113.357252049
1082,113.288867698
1083,92.3933065388
1089,110.18232836
1091,106.805439644
1093,93.8742200354
1097,90.6054215723
1099,93.1999456644
1101,92.768829586
1103,97.5956191189
1104,113.841196735
1106,111.333696369
1109,90.1533226697
1110,111.943492225
1111,90.9903868452
1112,111.336909782
1114,92.4870286929
1116,95.8945280009
1117,114.585784412
1120,97.448504133
1124,112.518984929
1125,91.6230571431
1126,113.187467338
1134,112.179980664
1137,93.8295352422
1138,113.841196735
1144,110.252951652
1145,93.9926814939
1146,92.1945348709
1148,102.163341218
1150,97.3302851066
1152,104.037133815
1153,94.5792825413
1154,103.473538279
1155,93.4276854653
1157,91.5631366363
1162,94.1767092595
1165,111.283166936
1166,93.3167187865
1167,109.000978657
1168,96.0912389909
1169,100.392734455
1171,114.799135849
1172,95.8797863081
1173,100.392734455
1174,93.3171602487
1176,94.0616829251
1177,103.358445918
1178,96.7706375414
1182,111.494868103
1186,96.5229664458
1187,118.123639504
1188,89.4356513984
1189,118.728261262
1191,104.098790718
1192,96.6544337511
1197,112.191270282
1198,94.6854235437
1200,78.411584008
1201,93.4593138368
1203,94.5234384179
1209,117.04467607
1214,101.668838223
1218,111.52016853
1222,95.4969744833
1226,92.4810098227
1228,93.3171602487
1230,88.8943800486
1232,77.0924791455
1233,104.370986189
1236,110.816228401
1238,92.9236266843
1241,110.252951652
1244,105.106113274
1246,93.5710452005
1247,114.558552792
1250,113.234191633
1251,97.0033881705
1254,111.5969899
1255,93.102080967
1256,107.659976942
1257,93.0413025709
1258,92.7159151019
1259,108.775629998
1260,95.7130551386
1263,111.080224805
1267,78.2529523496
1268,113.019566619
1271,93.9584264343
1272,111.080224805
1274,103.051509264
1275,94.1767092595
1276,109.826355377
1277,91.7676909405
1279,92.1945348709
1281,92.3342441016
1282,89.4356513984
1283,111.398395908
1285,111.058320338
1286,91.9470502981
1289,113.390474467
1296,115.664822749
1299,95.3581153845
1301,94.9943450421
1306,93.046262486
1307,92.1476329341
1308,93.6604456242
1313,109.826355377
1314,92.4381385927
1315,111.943492225
1316,95.7846656374
1317,112.520704709
1319,90.6762864196
1323,96.5229664458
1324,102.838678292
1325,91.9112061875
1328,98.0619682764
1329,97.3574971274
1330,111.308108967
1331,93.7089981156
1332,103.013114501
1337,94.5792825413
1338,113.87377364
1339,87.1283082484
1340,110.929839152
1343,114.467482186
1347,103.246626577
1348,91.7831800859
1349,104.308526786
1352,92.1945348709
1354,91.1554877168
1359,112.342856894
1360,92.768829586
1363,112.520704709
1364,92.3933065388
1365,101.671317133
1366,97.6827111967
1372,97.6710087098
1375,106.965847583
1376,95.513659457
1378,95.9891873009
1379,113.000712424
1380,92.768829586
1381,100.392734455
1384,110.338947334
1387,95.3581153845
1388,114.313232879
1392,75.7149012837
1394,101.856462976
1395,94.5792825413
1396,112.520704709
1398,92.1205287526
1399,112.520704709
1400,91.3190623124
1401,102.465173297
1403,95.0403014493
1404,109.611495055
1406,112.520704709
1407,92.1393541326
1408,111.080224805
1410,78.2529523496
1412,109.826355377
1413,93.8742200354
1415,92.4381385927
1420,111.080224805
1422,111.52016853
1423,98.2972653877
1424,111.080224805
1425,91.4092221087
1426,78.2529523496
1427,94.5234384179
1429,90.9547534675
1430,114.902168567
1431,94.5803365296
1432,103.80550279
1434,116.606373574
1437,93.8812133125
1438,103.439816428
1440,113.230842264
1441,112.741371203
1442,96.7706375414
1444,110.581341651
1445,97.8611419655
1446,106.150581417
1448,90.3279233952
1453,89.4788702095
1454,109.826355377
1455,96.6544337511
1456,114.74545566
1458,109.826355377
1459,93.2603837243
1461,92.4648987484
1465,95.3581153845
1466,111.091336264
1469,96.5229664458
1472,89.4788702095
1474,94.6928295944
1477,109.980993383
1479,109.871665172
1482,91.2348936427
1483,77.0924791455
1487,92.4392597541
1488,113.611139632
1490,113.02066395
1492,112.56539447
1494,114.96161726
1496,99.8571896162
1497,94.2263899244
1499,98.6122113318
1502,93.8393357828
1507,110.963609044
1508,92.1945348709
1509,112.337058753
1511,91.7654779569
1512,114.107769021
1513,114.674897463
1514,98.2579323236
1518,112.53058765
1519,92.0405152673
1522,116.197813044
1524,78.411584008
1527,96.7706375414
1529,93.3371990736
1532,103.491437626
1536,112.023469576
1537,117.04467607
1539,112.452668724
1542,113.363961323
1543,95.513659457
1544,104.51857427
1545,77.926741517
1550,92.1393541326
1551,111.438318252
1554,107.646883132
1556,104.037133815
1559,93.0413025709
1560,77.5772991715
1562,95.573722585
1566,90.823191363
1567,112.53058765
1569,103.305185874
1570,113.730935273
1571,113.634963579
1574,92.1945348709
1578,104.497477057
1580,92.3131067412
1583,111.829712797
1584,92.1945348709
1585,108.497690153
1586,90.699550449
1587,111.283166936
1588,91.3196670318
1590,114.309837781
1592,102.654758681
1596,109.366548298
1598,111.049096041
1599,95.513659457
1604,119.732872451
1606,99.8028035817
1607,93.8742200354
1608,101.095147112
1609,114.799135849
1611,94.3036842544
1613,95.5129791388
1616,95.6410321329
1619,113.195289842
1620,91.93268717
1621,112.023469576
1622,93.8890571077
1625,108.914984064
1627,114.799135849
1629,109.34358167
1634,95.4606457419
1636,95.1276827157
1638,103.234073222
1639,94.0521360386
1641,101.020970976
1643,94.5792825413
1644,103.01129283
1645,118.728261262
1646,92.8982956427
1647,109.435720248
1648,93.6555764223
1652,92.3131067412
1653,113.640274608
1656,91.4880199384
1658,95.513659457
1659,112.528960306
1661,91.0380103423
1663,93.8742200354
1664,109.99482229
1665,93.9584264343
1666,104.037133815
1667,102.020274053
1668,77.8423769267
1669,106.521077823
1670,94.5792825413
1672,111.283166936
1674,122.89558224
1677,113.611139632
1678,94.1613349798
1679,113.747768572
1680,95.8488653267
1683,101.668838223
1686,103.734232504
1687,111.517538616
1689,109.819794783
1690,91.2629365939
1691,114.713418131
1692,115.165161185
1693,92.1945348709
1695,93.8816227963
1696,89.4788702095
1697,111.623011237
1700,104.037133815
1701,99.0871935676
1702,111.283166936
1703,91.2778680373
1704,110.677018678
1706,92.739365053
1707,117.688318321
1708,97.3574971274
1710,94.6215633799
1711,103.358445918
1713,102.942214431
1717,102.90485993
1719,104.497477057
1720,92.1393541326
1722,93.0288186395
1725,101.018994312
1726,94.4615145095
1727,103.090059415
1729,110.891645304
1730,92.2387072226
1731,110.693438573
1733,104.037133815
1734,96.3124063871
1735,111.52016853
1738,95.5129791388
1742,95.3765726197
1745,122.89558224
1747,94.2960394144
1749,97.928929465
1751,93.6762433663
1752,82.1223977891
1753,100.554510156
1754,93.7152543188
1755,95.1225404265
1756,103.414079036
1758,115.919729708
1759,94.1016684385
1760,102.250539013
1761,130.603896624
1762,94.27943131
1763,108.210774363
1764,91.3152281423
1766,91.4255351782
1768,98.0726018434
1769,86.7569298992
1771,107.777886523
1772,92.0718448188
1773,102.326214075
1774,94.4889071495
1775,113.101677592
1777,120.49418645
1779,94.1016684385
1780,111.625204096
1787,89.9805605436
1788,94.3005149521
1790,98.0779025235
1796,111.810862627
1801,92.3154205319
1803,93.6762433663
1807,111.810862627
1809,126.417121454
1812,89.4106283473
1813,108.460365529
1814,96.5804662801
1815,111.108234589
1816,90.8528015029
1818,94.1059689351
1820,91.6394673372
1821,110.417121304
1822,92.2336611168
1825,91.2010172116
1826,102.326214075
1828,98.3213659983
1831,102.888858984
1836,128.431561257
1837,92.7345077676
1841,98.4235896822
1844,104.126573368
1848,94.3005149521
1851,101.921935292
1852,91.1619557338
1853,91.1876817451
1854,106.998309218
1856,93.7953337742
1859,126.43593894
1860,93.6762433663
1861,83.8844303808
1863,130.437542336
1865,95.2900560939
1866,100.049668477
1867,92.3281395078
1868,90.3183058308
1872,92.7345077676
1879,89.6653693235
1880,106.134207591
1882,93.3936400811
1885,118.521450034
1887,110.285938265
1888,94.1116321082
1890,107.906851455
1894,93.4363939836
1895,103.903079608
1896,99.1107438544
1897,111.058046678
1900,109.213185475
1901,93.0873161393
1902,138.15036906
1905,97.6674906705
1906,108.624831962
1912,99.670866871
1915,93.0404601425
1916,103.706370339
1917,98.3213659983
1918,102.326214075
1920,83.8096031072
1923,90.7374692883
1924,106.219023179
1925,93.0404601425
1930,115.237516233
1932,129.199790274
1933,91.3147085897
1934,112.744156539
1935,105.752322066
1940,86.7569298992
1941,90.1858090369
1942,111.235261082
1943,104.695951587
1944,93.8714842121
1945,106.259391261
1948,115.641806195
1949,98.253003425
1952,95.9191982458
1954,92.5380199227
1955,125.268563023
1958,106.823456249
1959,86.2640603084
1960,108.210774363
1963,93.6778820466
1965,91.2139833055
1968,114.366872733
1969,91.9851954929
1971,93.6778820466
1972,107.902481319
1973,93.5149196986
1975,91.4253933274
1977,87.0856909266
1978,91.5928644053
1979,109.154762769
1981,91.4253933274
1982,111.868719974
1987,112.201835428
1988,90.0136076539
1993,88.4588207981
1997,93.3936400811
1999,93.6762433663
2001,93.4890489277
2002,105.375520956
2003,87.4411287412
2004,80.7687303719
2006,109.299880438
2007,92.7817446997
2009,103.6750721
2010,89.6280555632
2013,103.637292844
2018,82.7094706813
2022,107.315901455
2024,118.774842571
2025,94.7058449013
2026,105.746924926
2030,102.962565172
2031,92.407405595
2032,99.670866871
2033,93.6762433663
2035,91.6564240226
2036,107.551080817
2037,90.7119322824
2040,93.4890489277
2043,125.200101455
2044,109.425021493
2046,104.336809227
2054,107.778123982
2055,97.3150747172
2056,111.625204096
2059,92.6364405737
2060,93.0873161393
2062,94.0336774707
2063,106.775815562
2066,93.4363939836
2067,122.988820776
2072,93.2690752183
2073,112.758316798
2074,101.939484212
2075,120.086610282
2076,92.861359528
2080,101.510014232
2082,93.0873161393
2085,110.920894002
2087,112.427086284
2091,120.227491311
2092,92.3281395078
2093,111.625204096
2098,93.7147461936
2101,108.210774363
2102,94.5206615928
2103,86.7569298992
2105,107.107383133
2106,91.2245042535
2107,119.662116991
2110,92.1897583171
2114,92.1846974198
2115,111.235261082
2117,80.6154938705
2118,97.497110979
2119,108.855757507
2120,92.2980656954
2122,93.7240161263
2123,112.557269551
2126,94.3333544215
2127,115.931794163
2128,95.7993552468
2129,115.43594798
2132,100.786322205
2135,104.117619759
2138,94.9547663224
2139,115.237516233
2141,110.08370465
2142,90.5033759539
2146,96.2352238756
2151,115.69734474
2157,102.546943213
2159,112.96002599
2162,93.4276854653
2164,114.713418131
2167,91.0406573021
2168,112.209592778
2171,91.6466681946
2173,95.7421066068
2174,102.546943213
2175,91.5611580001
2178,93.4276854653
2180,95.5129791388
2185,114.773026511
2189,93.1897608197
2190,112.837038744
2192,103.67066656
2194,111.262789692
2200,112.42608317
2201,92.742486887
2203,110.743893125
2204,90.0426121752
2205,111.920973186
2209,111.713742778
2213,102.666591838
2214,92.046646931
2215,118.997074916
2216,94.1065158244
2218,92.8542240793
2219,104.619877434
2220,92.768829586
2222,91.2389261431
2223,113.363961323
2225,111.178745459
2226,97.1216764639
2230,90.8774081953
2233,111.52016853
2234,109.661175162
2235,90.0426121752
2236,77.7378156466
2237,96.5612200225
2240,116.1624878
2241,93.7133862098
2248,100.515636071
2249,94.6576225245
2250,109.219548735
2252,111.608420051
2253,90.9539697195
2254,114.054028579
2256,78.411584008
2258,92.534800777
2259,112.69301786
2262,95.0484435833
2265,92.8977251625
2266,108.983131381
2269,91.9478737063
2271,91.8637514213
2273,94.5717367533
2274,113.24511403
2275,95.3248066214
2277,93.9201991184
2279,90.0426121752
2280,77.5772991715
2282,95.5129791388
2283,101.849084751
2288,91.4918730785
2289,113.992662733
2291,94.928678445
2292,117.116116221
2297,92.768829586
2298,103.358445918
2299,91.4778642162
2300,110.857948103
2301,91.4438200458
2304,94.4418338833
2305,100.681676477
2306,95.0484435833
2308,90.6529083048
2309,111.669486179
2311,90.5457827753
2312,103.038522404
2316,101.418867107
2321,103.358445918
2322,110.575008505
2325,103.305185874
2326,91.1437298532
2329,117.116116221
2330,93.8393357828
2331,98.9940648315
2332,112.837038744
2333,95.0484435833
2334,103.287762141
2335,107.659976942
2337,109.661175162
2338,93.5797326413
2340,112.837038744
2342,100.33071111
2345,95.8945280009
2349,91.9750080157
2351,78.411584008
2352,94.928678445
2354,111.080224805
2355,116.422702626
2357,111.178745459
2358,95.8945280009
2360,94.6277382184
2361,111.080224805
2364,96.7706375414
2366,92.9688078248
2369,108.293190654
2370,95.7130551386
2371,111.52016853
2373,111.822637814
2374,93.9168181815
2376,111.283166936
2378,116.926550743
2382,94.5803365296
2383,94.7421140744
2386,102.902168947
2387,96.5864338389
2389,107.757414085
2390,113.243841456
2392,90.4782073624
2398,112.837038744
2399,94.928678445
2400,94.1830560558
2401,109.99482229
2402,93.1937256292
2404,91.2629365939
2407,112.799485472
2408,108.415901487
2409,110.986477859
2412,78.1629282806
2413,91.6418445598
2415,94.8753176568
2420,109.560623432
2422,91.5847881962
2423,101.554738607
2426,97.3574971274
2432,92.9984965075
2434,92.6846843601
2435,110.72206574
2436,110.748469007
2438,110.925252591
2440,112.464183231
2443,92.1362492123
2444,91.7654779569
2447,100.515636071
2450,92.6513305102
2454,99.2540878278
2455,111.573499975
2459,95.0484435833
2460,109.220494467
2463,92.4068395961
2465,94.0804857091
2468,78.2529523496
2469,90.6873799566
2474,87.1484023817
2478,93.3017378405
2480,94.834906947
2481,116.1624878
2489,95.5129791388
2490,101.075075663
2492,91.4880199384
2496,95.0484435833
2497,113.229687577
2500,93.6555764223
2505,95.5129791388
2507,93.5570372953
2508,111.920973186
2509,95.2782518032
2510,76.2431651155
2513,91.2691631181
2515,95.5129791388
2518,94.7421140744
2519,114.435057455
2520,94.7421140744
2521,109.979059297
2523,113.086142188
2525,91.8463630981
2529,111.920973186
2530,91.9453273622
2533,116.626954782
2535,90.3279233952
2538,101.985880371
2544,120.118653845
2553,114.773026511
2556,94.1921279001
2558,94.7384637075
2559,120.690077828
2560,93.8890571077
2561,113.78460999
2562,98.4393095321
2563,113.96525241
2564,93.046262486
2565,111.52016853
2567,104.53528971
2572,93.3992040381
2575,97.3574971274
2576,111.283166936
2577,93.2957919191
2578,93.4276854653
2579,114.170828341
2580,94.1408132881
2582,115.421380208
2583,94.2054844085
2587,93.5659283756
2589,117.698124481
2590,93.4593138368
2591,111.920973186
2594,90.2415457494
2597,92.4810098227
2598,104.497477057
2599,95.0827251508
2600,102.207720836
2602,111.983816622
2603,93.3992040381
2604,103.164976124
2606,112.018628484
2607,77.7422126043
2608,96.656603659
2613,111.920973186
2614,92.6189770973
2615,112.179980664
2617,113.96525241
2620,97.3302851066
2623,113.170432784
2624,91.7351845235
2627,111.920973186
2629,77.7422126043
2630,99.7821002512
2632,94.0904004968
2636,95.0131763219
2639,94.1841347612
2640,101.728286653
2642,111.920973186
2644,104.037133815
2646,112.013543878
2647,96.2597409893
2649,92.9721433045
2650,109.957150338
2652,104.037133815
2653,97.325435405
2655,109.21791879
2657,112.837038744
2659,112.520704709
2662,94.1613349798
2663,116.1624878
2664,94.4016895891
2665,97.4097078841
2670,93.4593138368
2671,104.014324682
2672,93.8255094242
2675,104.037133815
2677,111.855755382
2679,111.855755382
2683,112.179749139
2684,92.4864380356
2685,96.1756463319
2688,107.1602644
2689,95.7986757466
2690,102.942214431
2693,91.1437298532
2694,113.408718084
2697,99.6705759771
2699,95.3213508896
2703,89.0362821892
2705,102.90485993
2709,77.1717541658
2710,95.9390894362
2711,110.905464879
2712,96.5712394609
2713,91.6917898377
2714,111.396106835
2715,90.6194649071
2717,89.1235231687
2718,116.577920673
2720,112.341306869
2721,92.9721433045
2726,93.6765067393
2728,93.9201991184
2731,106.786222803
2732,110.252951652
2734,92.9999762787
2736,102.539463707
2737,97.6827111967
2738,105.596327931
2739,114.494669517
2746,92.8542240793
2749,105.045752865
2751,118.728261262
2752,103.332173654
2753,91.7831800859
2757,105.00869934
2758,90.7501895529
2759,109.656769155
2760,92.9721433045
2762,110.575008505
2764,93.6555764223
2765,111.596941678
2769,114.663237826
2771,111.587909312
2774,90.9175340343
2776,92.9249293074
2777,112.257590567
2778,93.0413025709
2779,113.353831254
2782,91.4438200458
2784,98.1252320295
2787,89.9890250414
2789,91.1102794153
2792,91.563385612
2798,96.1880706882
2799,102.539463707
2800,92.9721433045
2801,76.6205545031
2802,94.4197985576
2804,92.9756458377
2807,101.671317133
2808,101.611379778
2809,119.49624822
2811,124.199533272
2812,92.2127841924
2814,91.2439766164
2816,92.9721433045
2817,114.382434469
2818,111.0909022
2820,113.344431559
2821,78.7324039087
2822,93.5480376247
2823,106.552320571
2824,92.9721433045
2826,95.6115809108
2829,93.0413025709
2834,93.8393357828
2835,78.0293066984
2838,91.9627736841
2839,111.095406207
2840,92.8066018804
2841,110.991729395
2842,95.0484435833
2846,114.372833496
2848,90.971747047
2849,90.7760651588
2850,111.396106835
2851,94.1767092595
2853,91.2375346823
2854,111.920973186
2858,111.95804788
2861,94.3104177762
2864,91.4880199384
2865,116.1624878
2866,110.575008505
2867,91.9766822864
2868,113.310808389
2870,110.683892656
2877,92.9721433045
2878,111.920973186
2880,111.283166936
2882,78.4081523516
2883,100.912907135
2884,101.718782296
2885,93.8393357828
2887,95.5129791388
2888,111.671492561
2889,102.779242132
2890,106.150581417
2891,93.4554439137
2892,114.713418131
2893,97.2520361616
2898,120.178415901
2899,90.8774081953
2900,111.805954878
2901,96.0900432805
2909,96.6470830235
2910,109.097465444
2911,110.104778155
2913,110.747904085
2914,99.7449365412
2918,96.656603659
2919,112.181326232
2920,97.6276038758
2921,111.920973186
2922,94.0761472707
2923,102.538038038
2925,113.491699819
2926,94.1408132881
2927,112.568496062
2929,112.53058765
2933,93.5947961098
2934,112.072466123
2936,113.179719772
2941,100.039139633
2942,90.9647794917
2943,112.025619589
2945,106.845124318
2950,93.2129232057
2951,113.634963579
2953,115.008846882
2954,108.088421332
2955,103.491437626
2956,95.0988806803
2960,94.6343758584
2962,96.6638289178
2963,110.310339955
2964,106.150581417
2966,77.5772991715
2967,97.5803468069
2968,115.20098648
2969,91.3613037746
2971,90.6882251627
2972,92.768829586
2974,92.8982956427
2975,110.480264694
2977,114.96161726
2980,114.032510652
2981,88.0871603161
2983,94.0543019394
2984,103.603060129
2985,117.116116221
2986,100.899021264
2987,92.768829586
2989,93.8913354976
2990,113.634963579
2991,93.6024597223
2992,78.2529523496
2995,99.6705759771
2996,102.582468577
3002,112.965968546
3004,115.551555946
3005,114.799135849
3006,90.3264342119
3010,98.1918198182
3011,102.654758681
3014,94.1408132881
3015,91.3620782001
3016,93.8812133125
3017,110.411716275
3018,87.201608975
3021,101.418867107
3024,104.497477057
3028,93.6157510866
3030,93.0413025709
3032,92.726783753
3039,97.0503175305
3040,104.216343315
3041,98.4433041153
3043,90.4440700061
3044,110.803577278
3046,114.844293191
3055,93.8199778043
3056,113.357252049
3058,93.2747969321
3059,113.052199982
3061,117.04467607
3063,116.87394421
3066,94.5792825413
